1,87
3,74.5
3,69
3,95
1.5,85
4,84.5
1.5,71
4,91
1,60
3,88
1,89
6.5,90.5
3,92
3,95
2,80.5
1,90
3,86.5
0.5,87
3,79.5
2,79
1,60
3,92
3,82.5
0.5,90
1,93
0.5,83
0.5,92
1,89
1,92
1,60
3,84
2,80
3,75
6,80
2,83
0.5,96
0.5,94
1,60
2,70
2,62
2,75.5
2,77.5
2,83
1,85
1,74
1,87
6,93.5
5,86.5
3,60
4,86
6,82
3,77
2,82
4,82
4,60
1.5,80
1.5,84
2,85
2,94
2,63
2,90
